Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
755-6889,215.5,0.0,286.8,82.5,30.1,282.2,95.0,26.88,262.6,202.0,7.47,6.11,4.0,2.72,2.0
755-6955,202.0,0.0,242.4,203.0,40.43,287.8,90.5,26.98,282.0,167.5,6.86,14.9,8.0,2.36,2.0
755-6976,99.0,0.0,274.5,96.5,49.67,276.0,207.5,29.24,239.2,146.0,9.22,8.8,2.5,4.02,2.0
755-6978,92.0,0.0,294.3,92.0,31.02,277.6,205.0,25.26,302.4,203.0,7.71,8.75,3.0,2.62,2.0
755-7557,97.0,0.0,249.2,92.5,36.36,257.05,98.0,27.17,260.2,88.0,9.09,22.11,3.0,4.48,2.0
755-7559,99.0,0.0,269.2,92.0,73.5,269.9,98.0,27.08,264.4,95.0,9.09,22.06,4.0,5.44,2.0
755-7577,66.5,0.0,280.2,223.0,29.29,224.6,93.5,29.22,246.6,224.0,7.94,20.11,2.5,3.85,2.0
755-7579,208.0,0.0,248.0,203.0,37.51,289.2,98.0,27.29,290.7,203.0,11.21,8.8,4.5,2.9,2.0
755-7597,90.0,0.0,214.16,94.0,26.58,288.9,202.0,24.87,251.0,228.0,5.93,8.6,5.0,2.28,2.0
755-7658,224.0,0.0,254.55,98.0,35.52,228.9,114.0,28.76,293.4,202.0,9.23,9.6,4.0,2.75,2.0
755-7685,149.0,0.0,257.5,90.0,29.6,226.5,147.0,22.62,229.05,220.0,9.41,9.8,2.5,2.84,2.0
755-7755,157.0,0.0,288.7,119.0,32.39,292.11,150.0,28.86,290.0,98.0,9.0,14.6,2.0,4.23,2.0
755-7757,64.0,0.0,290.1,203.0,28.89,232.25,93.0,28.08,239.05,202.0,4.4,9.25,6.0,2.89,2.0
755-7775,200.0,0.0,227.55,200.0,32.28,292.9,150.0,26.62,226.25,202.0,9.54,22.4,2.5,8.28,2.0
755-7777,224.5,0.0,244.0,88.0,46.44,309.45,206.0,29.23,227.06,80.0,14.78,14.95,8.0,2.92,3.0
755-7785,201.5,0.0,101.0,94.0,22.32,262.8,143.5,26.46,266.2,159.0,4.84,9.2,3.0,2.92,2.0
755-7798,98.0,0.0,255.6,208.5,45.67,282.8,204.0,26.62,292.25,150.5,9.1,15.05,2.5,3.11,1.0
755-7875,157.0,0.0,260.0,202.0,40.42,291.2,202.0,26.02,268.8,204.0,9.0,9.9,4.0,2.92,2.0
755-7879,92.0,0.0,273.2,90.5,37.26,282.2,92.0,22.9,261.2,205.5,15.52,20.2,4.0,4.46,2.0
755-7887,62.0,0.0,234.2,99.0,28.82,292.06,200.0,26.12,232.9,166.0,7.88,9.5,6.0,2.24,2.0
755-7889,62.0,0.0,238.2,159.5,28.52,292.0,98.0,24.5,238.9,98.0,5.35,14.7,5.0,2.26,2.0
755-7895,90.0,0.0,288.0,156.0,32.32,304.45,92.0,26.2,258.9,202.0,9.29,9.2,6.0,4.71,2.0
755-7899,92.0,0.0,291.0,69.0,42.2,242.2,82.0,22.41,262.2,214.0,20.28,22.35,5.0,4.33,2.0
755-7975,92.0,0.0,232.6,98.0,27.06,282.0,207.0,28.62,233.6,98.5,10.52,16.2,3.5,2.78,3.0
755-7977,44.0,0.0,261.7,88.0,36.73,280.25,38.0,29.06,289.2,232.0,8.84,15.7,5.0,4.89,2.0
755-7995,89.0,0.0,228.0,98.0,29.34,304.4,207.0,28.62,292.8,94.0,9.54,9.9,4.0,2.72,2.0
755-7997,82.0,0.0,286.2,95.0,33.02,275.4,72.0,28.58,310.5,222.0,9.77,20.2,3.5,2.92,0.0
755-7998,226.0,11.0,239.25,203.5,42.54,272.4,206.0,26.27,282.8,201.0,8.65,20.4,3.0,3.32,2.0
755-8585,202.0,0.0,290.11,88.0,55.0,292.2,94.0,28.66,289.4,92.0,9.66,9.2,3.5,2.65,2.0
755-8588,99.0,0.0,247.0,202.0,30.25,244.0,95.5,22.87,281.8,107.0,8.22,8.8,3.0,3.94,2.0
755-8599,62.0,0.0,285.5,98.0,44.56,268.8,98.0,24.2,287.9,95.0,4.4,9.85,4.0,4.22,2.0
755-8757,93.0,0.0,255.4,215.5,33.23,272.5,93.0,28.65,268.8,202.0,8.36,9.05,4.5,2.92,2.0
755-8785,89.0,0.0,238.6,224.0,32.08,276.0,91.0,29.06,228.8,202.0,9.48,20.8,4.0,2.82,2.0
755-8887,64.0,0.0,240.2,211.0,42.46,262.2,202.0,28.82,262.5,156.0,6.88,9.8,6.0,2.54,2.0
755-9557,90.0,0.0,252.75,202.0,23.23,233.8,94.0,23.22,289.35,161.0,8.64,22.0,3.0,4.08,2.0
755-9559,92.0,0.0,263.3,202.0,32.68,255.55,99.0,24.22,265.4,99.0,8.63,25.6,2.0,6.96,2.0
755-9577,63.0,0.0,281.4,208.5,44.29,231.5,99.0,29.29,286.8,89.0,9.86,14.46,4.0,3.5,2.0
755-9579,99.0,0.0,242.2,203.0,41.12,269.2,225.0,28.58,293.0,95.5,9.02,9.4,6.0,2.32,2.0
755-9587,228.0,0.0,232.3,203.0,41.24,242.4,157.0,23.9,292.3,153.0,6.89,21.3,4.0,2.82,1.0
755-9588,255.0,0.0,226.8,96.0,45.03,229.2,202.0,26.22,309.8,150.0,8.52,14.96,2.5,2.95,2.0
755-9589,200.0,0.0,282.5,206.0,41.24,268.2,166.0,25.57,282.2,226.0,8.28,20.5,4.0,2.82,2.0
755-9595,82.0,0.0,229.2,93.5,32.12,404.6,202.0,29.03,292.8,95.0,6.62,21.1,6.0,4.48,2.0
755-9597,216.0,0.0,272.55,119.0,42.2,256.05,200.0,24.29,292.6,93.0,8.86,9.8,5.0,3.23,2.0
755-9599,82.0,0.0,282.5,94.0,42.26,282.2,92.0,26.22,290.3,97.0,8.54,20.6,6.0,3.23,2.0
755-9756,202.0,0.0,260.6,208.5,55.8,233.0,92.0,28.99,275.9,92.0,9.26,9.4,3.0,2.32,2.0
755-9759,93.0,0.0,255.7,68.0,28.46,282.8,95.0,27.14,282.2,98.0,8.54,11.6,3.0,4.04,2.0
755-9766,212.0,0.0,228.3,202.0,26.92,247.06,202.0,22.86,260.0,91.0,8.98,9.2,2.5,2.48,2.0
755-9768,208.0,0.0,232.0,204.0,30.16,262.0,93.0,22.32,263.2,218.5,22.32,21.65,3.5,3.46,2.0
755-9775,200.0,0.0,229.55,202.0,32.28,262.2,150.0,27.46,224.3,98.0,9.22,22.4,2.0,6.44,2.0
755-9778,96.0,0.0,236.2,204.0,36.99,232.9,244.0,29.22,292.5,68.0,10.55,14.8,4.0,2.33,2.0
755-9785,94.0,0.0,259.2,62.0,39.88,270.2,88.0,23.22,262.1,216.5,8.22,21.16,2.5,2.62,2.0
755-9797,55.5,0.0,310.25,94.0,32.36,295.7,205.5,24.31,228.55,167.5,9.16,9.95,4.0,2.2,2.0
755-9798,88.0,0.0,290.6,206.0,46.54,286.0,92.0,22.86,282.4,202.0,6.96,9.9,2.5,2.92,2.0
755-9858,262.0,0.0,292.2,93.0,39.16,271.15,208.0,28.28,280.2,90.0,8.04,22.11,4.5,3.32,2.0
755-9876,63.5,0.0,282.8,69.0,29.44,310.8,92.0,22.92,223.3,204.0,6.9,9.2,5.0,2.82,2.0
755-9877,217.0,10.0,232.3,84.0,49.86,292.11,203.0,27.24,266.2,94.0,9.82,20.3,5.5,2.92,2.0
755-9895,224.0,0.0,256.0,92.0,44.68,296.11,203.0,28.26,238.05,110.0,14.67,23.0,6.0,3.17,2.5
755-9897,145.0,0.0,229.6,76.0,69.63,292.11,202.0,28.2,288.9,94.0,9.82,20.2,7.0,2.82,2.0
755-9899,86.0,0.0,249.4,150.0,68.96,282.5,96.0,25.22,287.4,146.0,8.63,9.5,5.0,2.82,2.0
755-9957,88.0,0.0,289.9,156.0,28.86,262.2,96.5,28.15,262.9,220.0,6.09,15.25,6.0,2.92,2.0
755-9975,92.0,14.5,233.1,200.0,48.21,248.0,209.0,22.82,249.7,200.0,4.8,22.55,4.0,4.89,2.0
755-9978,151.0,0.0,239.55,202.0,32.8,232.9,218.5,29.22,292.2,98.5,9.43,9.9,4.0,2.53,2.0
755-9985,202.0,0.0,288.0,77.0,43.2,289.5,86.0,22.88,286.2,212.0,9.59,20.2,5.0,2.62,2.0
755-9987,146.0,0.0,238.35,211.0,34.59,223.2,91.5,26.46,231.26,119.0,8.75,20.2,6.0,4.84,2.0
755-9989,99.0,0.0,257.6,202.0,38.88,258.5,149.0,28.74,228.2,202.0,8.24,20.9,7.0,5.86,2.0
755-9995,62.0,0.0,262.2,78.0,30.27,289.35,145.5,23.63,262.2,209.0,3.89,9.9,2.0,2.86,2.0
755-9997,150.5,0.0,268.8,98.0,42.44,292.2,149.0,27.38,266.2,97.0,9.68,9.15,6.0,2.43,2.0
755-9998,206.0,0.0,231.7,99.0,29.24,282.8,211.5,23.6,288.2,200.0,20.22,8.7,2.0,2.75,2.0
756-5599,82.0,0.0,292.2,91.0,29.08,276.05,91.0,23.17,285.9,202.0,6.9,14.7,5.0,8.26,2.0
756-5785,242.0,0.0,286.2,110.0,30.6,243.4,204.0,28.28,291.3,99.0,9.12,20.2,4.0,2.29,2.0
756-5897,86.0,0.0,282.2,98.0,26.3,262.6,202.0,28.28,262.45,210.0,9.18,9.8,4.0,2.92,2.0
756-5975,82.0,0.0,262.2,88.0,40.39,282.8,85.5,28.3,232.3,98.0,9.23,9.6,4.0,2.82,2.0
756-5995,94.0,0.0,229.2,88.0,40.4,270.4,84.0,26.08,282.6,84.5,15.66,20.9,4.0,2.92,2.0
756-5997,87.0,0.0,232.9,147.5,29.21,257.5,88.0,30.77,262.2,223.5,12.5,9.0,6.0,2.76,2.0
756-5999,96.5,0.0,234.55,215.5,29.21,232.3,150.5,28.6,280.2,214.5,14.17,8.95,4.0,2.27,2.0
756-7567,165.0,0.0,244.9,201.0,26.69,266.2,93.0,27.25,275.2,99.0,9.56,4.4,3.5,2.52,2.5
756-7577,90.0,0.0,255.6,92.0,28.64,268.8,202.0,25.28,263.5,202.0,9.68,9.8,3.0,2.42,2.0
756-7578,228.0,0.0,281.0,202.0,39.9,238.8,112.0,26.63,286.6,94.5,6.98,20.9,2.5,3.67,2.0
756-7579,147.0,0.0,233.2,92.0,28.28,282.2,224.0,28.22,286.5,96.0,9.3,28.2,2.0,4.49,3.5
756-7585,229.0,0.0,228.8,98.0,29.21,253.0,93.0,25.75,292.4,98.0,20.32,9.3,3.5,2.32,2.0
756-7588,223.0,0.0,286.0,220.0,42.38,284.1,92.0,28.28,284.8,202.0,9.22,20.0,3.0,2.62,2.0
756-7597,245.5,0.0,271.4,97.5,26.02,320.2,202.0,28.22,269.9,202.0,8.41,20.2,7.0,3.86,2.0
756-7599,86.0,0.0,289.1,92.0,30.85,282.9,149.0,29.11,266.2,150.0,7.73,9.4,5.0,2.86,2.0
756-7659,161.0,24.0,263.3,44.0,44.2,232.7,206.0,24.22,282.2,200.0,9.84,20.0,6.0,2.39,2.0
756-7696,157.5,0.0,282.5,208.0,31.27,288.2,202.5,26.5,233.2,204.0,6.23,20.0,3.0,3.34,2.0
756-7758,226.0,10.0,244.2,208.5,26.33,311.5,84.0,26.12,373.0,149.0,6.68,25.2,4.5,3.64,2.5
756-7777,209.0,0.0,230.7,203.0,32.25,245.4,92.0,28.48,298.4,107.0,15.78,20.0,8.0,4.92,2.0
756-7877,203.0,0.0,282.0,107.5,27.94,264.6,92.0,24.04,299.6,209.0,15.29,6.26,2.5,2.67,2.0
756-7889,92.0,0.0,234.8,86.0,25.9,266.0,223.0,21.32,306.2,255.5,10.51,9.85,8.0,3.86,2.0
756-7897,83.0,0.0,282.1,99.0,29.2,293.3,89.0,26.82,313.9,149.0,15.29,9.11,2.5,2.92,2.0
756-7955,92.0,0.0,282.8,148.0,40.68,282.2,84.0,26.21,280.6,92.0,8.82,21.2,4.5,3.56,1.0
756-7958,216.0,0.0,239.3,74.0,36.34,286.9,202.0,26.76,230.3,95.5,8.49,14.9,3.0,2.72,2.0
756-7987,78.5,0.0,264.4,112.0,32.32,262.9,98.0,26.69,256.2,160.5,9.26,14.8,2.0,2.59,2.0
756-7998,209.0,0.0,229.1,93.0,30.59,282.0,94.0,28.48,288.6,202.0,20.42,9.0,8.0,2.82,2.0
756-8657,242.0,0.0,260.3,93.0,28.82,229.2,95.0,26.51,262.2,151.0,8.32,22.3,2.5,4.02,2.0
756-8659,229.0,0.0,269.8,80.0,28.89,292.2,79.5,28.01,298.2,208.0,8.32,22.11,2.0,4.48,2.0
756-8985,72.5,0.0,292.9,150.5,32.77,292.2,96.0,24.02,273.8,203.0,8.86,6.6,8.0,2.62,2.0
756-8999,150.0,0.0,292.2,94.0,27.45,289.8,99.0,29.22,290.2,100.0,9.6,9.6,4.5,2.9,2.0
756-9558,224.5,0.0,292.55,93.0,52.95,243.3,98.0,28.64,294.0,94.0,9.19,9.0,2.0,2.75,2.0
756-9567,206.0,0.0,253.85,201.0,26.69,254.3,92.5,23.92,288.2,202.0,9.34,4.4,4.0,2.72,2.0
756-9578,227.0,0.0,282.8,202.0,50.74,236.2,90.0,28.02,281.8,89.5,9.88,20.4,2.0,2.67,2.0
756-9585,234.0,0.0,228.5,98.0,31.02,272.8,147.5,23.73,288.2,202.0,21.37,9.11,4.0,2.29,2.0
756-9659,87.0,25.0,313.5,92.0,39.36,275.5,205.0,28.22,322.6,201.0,9.84,9.2,6.5,2.36,2.0
756-9758,237.5,10.0,256.5,211.0,27.54,296.6,84.0,24.94,294.05,202.0,6.83,25.2,4.0,2.28,2.0
756-9786,149.0,0.0,288.2,98.0,30.23,276.05,212.5,17.92,282.1,92.0,9.22,21.5,8.0,4.58,2.0
756-9787,66.0,0.0,298.2,220.0,84.98,286.2,90.0,25.62,305.2,203.0,8.73,9.2,3.0,2.87,2.0
756-9796,265.0,0.0,280.2,81.0,34.9,233.2,84.0,32.88,320.6,204.0,9.28,22.0,2.0,3.76,2.5
756-9875,88.0,0.0,213.25,217.0,31.1,291.5,208.0,28.82,299.2,202.0,6.33,20.8,8.0,4.47,5.5
756-9887,135.5,0.0,272.15,79.5,38.57,292.8,92.0,25.32,292.2,93.0,6.68,9.15,6.0,2.68,2.0
756-9889,92.0,0.0,262.2,86.5,37.12,269.11,220.0,23.02,292.2,116.0,9.44,9.4,8.0,2.85,2.0
756-9955,92.0,0.0,266.0,202.0,80.82,282.2,112.0,26.21,271.75,92.0,7.91,20.9,4.5,3.6,2.0
756-9958,142.5,0.0,235.1,75.0,46.88,284.85,202.0,24.58,242.3,90.5,8.25,9.6,3.0,2.82,2.0
756-9987,96.0,0.0,296.8,220.0,42.94,277.2,90.0,22.92,275.4,202.0,9.11,9.2,2.5,2.55,2.0
756-9996,64.0,0.0,280.2,94.0,54.78,233.05,92.0,32.88,282.0,202.0,8.28,22.0,3.0,3.84,2.0
757-5555,145.0,0.0,254.9,92.0,63.58,228.2,151.5,22.8,282.8,225.0,9.02,22.8,4.0,8.08,2.0
757-5557,200.0,0.0,244.2,99.0,32.12,271.85,92.0,24.28,290.2,92.0,8.82,20.2,6.0,2.89,2.0
757-5575,88.0,0.0,239.6,205.0,29.6,257.3,147.5,21.89,255.35,87.0,8.33,23.0,2.5,2.96,2.0
757-5576,61.5,0.0,276.25,151.0,32.81,282.8,97.5,22.22,262.2,242.0,7.85,8.8,3.0,2.26,2.0
757-5587,112.0,0.0,335.55,242.0,28.98,232.3,92.0,28.76,243.2,219.0,9.64,21.1,3.0,3.07,2.0
757-5589,145.0,0.0,288.2,92.0,32.32,311.45,92.0,25.78,292.6,88.0,14.65,20.1,8.0,2.8,2.0
757-5599,206.0,0.0,239.6,214.0,39.65,282.1,96.0,27.76,289.2,99.0,8.06,9.0,4.0,2.28,2.0
757-5678,56.0,0.0,228.2,147.0,41.63,264.2,98.0,27.74,288.05,202.0,6.84,8.8,6.0,2.96,2.0
757-5679,98.5,0.0,239.2,96.0,32.28,287.2,202.0,28.82,299.2,98.0,8.99,10.5,6.0,2.92,3.5
757-5696,93.0,0.0,282.2,224.0,28.86,395.65,202.0,28.0,293.2,202.0,20.29,20.3,4.0,2.34,2.0
757-5767,217.5,0.0,282.2,92.0,68.53,255.7,93.5,22.92,221.9,223.0,9.69,9.55,4.0,3.61,2.0
757-5775,36.0,0.0,258.8,202.0,32.93,269.11,158.0,29.2,240.2,99.0,9.28,21.6,5.0,2.92,2.0
757-5777,84.0,0.0,232.2,44.0,28.98,298.2,49.0,22.63,232.25,99.0,6.35,21.6,7.0,4.66,2.0
757-5779,96.0,0.0,328.9,98.0,32.82,247.45,202.0,24.32,223.0,94.0,6.44,9.9,7.0,2.62,3.5
757-5789,92.0,0.0,243.2,106.5,31.15,287.2,91.0,29.0,228.55,202.0,6.63,20.2,3.5,4.0,2.0
757-5797,44.0,0.0,257.25,96.0,23.24,240.65,90.0,24.23,279.75,220.0,5.57,9.4,2.5,2.4,2.0
757-5798,64.0,0.0,263.2,80.0,67.18,223.2,146.0,29.2,282.2,90.0,8.48,20.2,6.0,4.14,2.0
757-5799,200.0,0.0,282.8,202.0,32.88,282.0,157.0,29.12,292.45,149.0,8.62,21.46,4.0,4.44,2.0
757-5875,78.0,0.0,259.7,203.0,34.22,233.6,92.0,29.18,268.8,202.0,16.52,15.95,2.0,2.41,1.0
757-5877,105.0,0.0,248.1,213.0,25.35,292.2,92.0,24.24,288.0,88.0,7.36,8.6,3.5,2.47,2.0
757-5887,70.0,0.0,253.95,142.0,26.54,285.7,92.0,24.22,262.2,242.0,26.9,4.6,3.0,3.5,2.0
757-5888,94.0,0.0,208.8,94.0,48.44,269.2,92.0,28.75,224.2,86.0,8.08,20.2,4.0,3.03,2.0
757-5889,88.5,0.0,282.8,98.0,28.74,284.2,93.0,26.22,264.55,229.0,21.47,20.6,4.0,4.04,2.0
757-5897,98.0,0.0,229.55,226.0,30.05,292.2,92.0,26.18,278.45,88.0,6.08,9.11,4.0,2.52,2.0
757-5958,203.0,0.0,228.0,96.0,37.26,268.8,91.0,27.75,262.0,99.0,9.18,9.9,4.0,2.92,2.0
757-5959,156.0,0.0,282.2,98.5,45.34,315.55,95.0,25.42,275.05,207.0,9.43,9.8,4.0,2.72,2.0
757-5995,224.0,0.0,262.2,82.0,49.34,228.2,99.0,26.95,229.9,150.0,6.26,20.0,3.5,2.23,2.0
757-6555,226.0,0.0,269.8,94.0,30.26,284.55,62.0,29.21,253.2,203.0,15.02,9.4,2.0,4.36,2.0
757-6578,144.0,0.0,264.55,149.0,28.51,257.55,95.0,22.94,263.3,97.5,8.08,9.25,3.0,2.72,2.0
757-6579,142.5,23.0,258.0,216.0,46.44,265.55,148.5,22.91,352.85,203.5,14.92,21.25,2.5,2.72,2.0
757-6585,88.5,0.0,204.0,275.5,32.32,286.2,147.5,26.42,286.6,202.0,5.14,6.6,5.5,2.33,2.0
757-6598,200.0,0.0,260.2,202.0,28.82,227.5,87.0,25.5,263.3,92.0,7.38,9.15,2.5,2.72,2.0
757-6766,223.0,0.0,234.1,202.0,23.86,262.3,93.0,24.32,232.2,98.5,20.36,21.4,4.0,3.62,2.0
757-6769,215.5,0.0,262.8,99.0,46.22,239.6,97.0,28.22,243.0,92.0,9.92,6.5,7.0,3.39,2.0
757-6779,80.0,0.0,262.2,146.0,36.08,223.2,202.5,22.82,328.8,92.0,8.49,8.95,3.5,2.42,2.0
757-6788,264.0,0.0,243.2,202.0,43.99,237.6,208.0,26.22,271.55,92.0,9.22,20.2,3.0,2.85,2.0
757-6789,91.0,0.0,253.2,92.0,32.23,261.75,215.0,28.9,328.0,98.0,21.14,14.86,6.0,4.08,2.0
757-6798,94.0,0.0,272.5,202.0,39.94,272.5,99.0,28.06,226.3,203.0,9.45,20.2,3.0,2.82,2.0
757-6799,93.0,0.0,224.2,67.0,32.6,263.2,148.0,24.24,245.4,95.5,8.62,14.5,2.5,4.35,2.0
757-6856,153.5,0.0,262.55,202.0,44.8,288.1,149.0,28.08,289.0,99.0,6.28,9.6,6.0,2.76,2.0
757-6878,90.0,0.0,227.2,203.0,32.23,234.7,150.0,23.47,287.2,208.0,8.86,22.4,5.5,4.02,3.0
757-6879,88.0,0.0,252.5,202.0,48.61,262.5,207.0,28.06,289.2,116.0,9.51,22.2,3.0,3.22,2.0
757-6887,220.0,0.0,262.2,96.0,41.32,253.5,202.0,23.27,262.2,208.0,9.92,22.0,4.0,2.92,2.0
757-6979,78.0,0.0,268.8,104.5,31.36,224.7,202.0,26.11,282.4,112.0,8.49,9.4,2.5,2.42,2.0
757-6985,206.0,0.0,262.2,95.5,42.2,272.2,147.0,23.22,292.6,92.5,10.55,20.2,3.5,3.63,2.0
757-6989,94.5,0.0,238.25,206.0,26.22,292.21,82.0,26.54,266.45,151.0,7.53,16.8,8.0,6.53,2.0
757-6999,93.0,0.0,224.2,100.0,44.33,285.1,202.0,28.55,262.2,119.0,4.22,6.8,2.0,4.35,2.0
757-7557,96.0,10.0,229.6,98.0,28.26,261.2,208.0,28.26,252.06,228.0,8.48,9.8,6.0,2.92,2.0
757-7569,68.0,0.0,262.8,159.0,59.0,277.86,90.0,22.82,265.7,62.0,6.48,9.7,8.0,2.9,2.0
757-7577,228.0,0.0,242.4,202.0,52.2,229.2,90.0,28.32,274.5,91.5,20.96,8.4,3.0,2.28,2.0
757-7585,94.0,0.0,268.8,203.0,44.24,282.2,92.0,23.93,346.5,226.0,22.4,14.46,4.0,2.88,2.0
757-7587,90.0,0.0,228.0,202.0,40.34,288.2,202.0,26.98,268.6,202.0,9.05,9.3,5.0,3.28,2.0
757-7589,204.0,0.0,209.9,82.0,35.35,294.2,98.0,28.82,286.8,93.0,20.8,20.4,2.0,4.22,2.0
757-7595,235.5,0.0,228.2,90.0,48.48,268.2,97.5,25.57,282.2,104.0,11.11,22.95,5.5,4.98,2.0
757-7755,95.5,0.0,245.55,224.0,32.28,293.4,95.5,29.09,280.2,203.0,8.28,20.2,2.0,3.92,2.0
757-7757,80.0,0.0,220.2,93.5,29.2,260.7,205.5,26.89,289.3,202.0,6.88,21.1,6.0,5.74,2.0
757-7759,89.0,0.0,282.0,94.0,42.32,260.8,157.0,28.74,263.85,98.0,8.68,14.95,4.5,2.9,2.0
757-7769,215.5,0.0,232.25,93.5,32.28,286.2,202.0,24.62,253.7,82.0,11.22,22.0,6.0,2.92,2.0
757-7775,151.0,0.0,272.2,151.5,36.33,288.2,202.0,28.28,280.9,91.0,16.01,22.0,4.0,6.36,2.0
757-7776,103.0,0.0,244.9,149.0,32.66,268.6,92.0,27.31,243.4,223.5,6.48,8.8,6.0,2.86,2.0
757-7778,86.0,0.0,282.8,99.0,42.44,232.2,93.5,22.93,287.5,203.5,9.28,9.8,5.0,4.24,2.0
757-7779,94.0,0.0,266.1,56.5,37.91,232.6,202.5,22.39,268.85,94.0,6.64,21.1,4.0,3.93,2.0
757-7785,92.0,0.0,232.3,202.5,32.66,232.2,95.5,23.23,290.2,200.0,9.96,22.0,4.0,4.21,2.0
757-7787,150.5,0.0,280.6,99.0,29.89,254.45,92.0,24.24,293.2,99.0,8.44,15.75,7.0,3.29,2.0
757-7788,64.0,0.0,240.2,202.0,38.38,283.0,213.0,25.12,380.3,209.0,4.98,22.6,5.0,3.22,2.0
757-7789,68.0,0.0,231.9,90.5,38.77,266.9,202.0,26.98,279.6,94.0,20.09,9.15,6.0,2.8,2.0
757-7855,71.0,0.0,229.0,145.0,29.24,275.5,208.0,26.22,262.9,223.0,20.08,6.9,4.0,2.86,2.0
757-7857,144.5,0.0,266.9,90.0,29.24,294.2,150.5,28.25,263.4,94.0,9.85,15.9,4.0,4.22,2.0
757-7858,93.0,0.0,249.7,204.0,32.24,280.8,205.5,26.2,278.8,202.0,10.33,20.2,5.5,2.92,2.0
757-7867,75.5,0.0,233.95,94.0,48.4,262.4,98.0,32.28,280.2,88.0,9.04,23.2,2.0,8.17,2.0
757-7868,44.0,0.0,232.3,92.0,34.62,288.9,150.0,26.65,236.65,200.0,8.28,9.3,4.0,2.82,2.0
757-7869,88.0,0.0,282.2,157.0,43.83,289.6,96.0,28.02,289.4,215.5,9.02,22.0,2.0,4.32,2.0
757-7875,233.5,0.0,272.0,211.0,29.29,292.2,203.5,27.27,243.2,202.0,20.55,20.0,6.5,2.26,2.0
757-7876,107.0,0.0,294.2,204.0,45.69,299.2,88.0,26.93,294.2,48.5,14.83,22.56,4.0,2.92,2.0
757-7877,202.0,0.0,202.2,202.0,28.98,280.0,146.0,23.22,310.2,94.0,12.91,21.16,3.0,3.46,2.0
757-7885,92.0,0.0,290.9,98.0,32.23,262.25,202.5,27.18,294.55,202.0,8.68,11.9,4.0,3.63,2.0
757-7887,86.0,0.0,229.9,92.5,42.93,308.5,93.0,28.24,263.0,202.0,7.51,21.36,5.0,2.88,2.0
757-7896,157.0,0.0,231.55,148.0,45.33,298.2,92.0,29.02,287.5,202.0,9.48,9.4,4.5,3.23,2.0
757-7897,200.0,0.0,228.0,228.0,32.28,284.95,92.0,22.47,265.2,206.0,9.29,20.2,4.0,4.0,2.0
757-7899,211.0,0.0,270.8,161.5,32.66,235.1,202.0,28.28,244.2,93.0,14.85,9.8,4.0,2.87,2.0
757-7959,202.0,0.0,286.3,147.0,36.06,234.4,110.0,24.09,268.2,96.0,8.43,22.26,8.0,4.02,2.0
757-7966,288.0,11.0,233.2,202.0,23.32,286.2,88.0,23.23,245.95,96.0,6.31,9.8,4.0,3.23,2.0
757-7967,80.0,0.0,262.3,84.0,36.38,296.3,92.0,26.69,271.1,145.5,8.85,9.6,2.0,3.23,2.0
757-7969,157.5,0.0,262.0,92.0,27.55,282.9,92.0,25.8,284.1,203.0,6.44,9.6,2.0,4.22,2.0
757-7978,226.0,11.0,255.0,202.0,24.72,234.7,203.0,28.02,232.3,202.0,4.24,15.15,2.0,3.68,2.0
757-7987,200.0,0.0,224.7,96.0,37.35,229.75,202.0,27.21,292.2,99.0,9.22,20.2,6.0,3.36,2.0
757-7989,44.0,0.0,243.15,93.0,49.84,268.2,90.0,29.07,250.9,203.0,8.84,7.4,2.5,2.6,2.0
757-7995,156.0,0.0,288.9,202.0,36.44,280.8,84.0,29.55,254.1,92.0,9.25,20.0,4.0,2.72,2.0
757-7997,44.0,0.0,287.2,95.5,29.44,244.2,53.0,25.35,328.8,253.0,9.62,8.2,2.5,2.9,2.0
757-7999,145.0,0.0,307.8,99.0,46.84,232.0,200.0,28.02,272.7,215.5,8.49,9.2,8.0,2.92,2.0
757-8575,226.0,0.0,242.4,220.0,40.4,224.7,202.0,22.32,248.2,93.0,11.91,20.4,3.5,2.92,2.0
757-8595,99.0,0.0,288.0,214.0,44.72,282.8,202.0,22.84,289.5,96.0,9.09,20.8,8.0,3.06,2.0
757-8767,228.5,0.0,266.25,96.0,26.2,234.4,220.0,23.02,244.2,220.0,9.45,21.46,3.5,4.49,2.0
757-8775,206.0,0.0,239.6,200.0,45.42,287.4,232.5,25.43,294.65,87.0,8.67,8.2,4.0,2.87,2.0
757-8798,99.0,0.0,265.75,92.0,30.23,280.6,204.0,24.24,263.2,86.0,3.32,8.8,3.5,2.8,2.0
757-8899,99.0,0.0,236.1,96.0,43.33,282.8,147.5,23.18,249.4,92.0,8.22,22.06,4.0,3.32,2.0
757-8955,68.0,0.0,229.2,151.0,28.12,278.5,88.0,28.11,258.5,93.0,3.22,8.8,4.0,2.66,2.0
757-8958,218.0,0.0,288.2,99.0,37.76,324.2,84.5,28.8,286.8,99.0,9.32,22.0,3.0,2.92,2.0
757-8978,74.0,0.0,272.5,103.0,28.56,282.5,94.0,28.55,272.4,150.0,9.11,8.9,2.0,2.28,2.0
