Phone Number,Churn,Account Length,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,VMail Message,CustServ Calls,total_mins,total_calls,avg_mins_per_call,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,intl_call_rate,intl_charge_per_min,vmail_usage_rate,calls_per_day,peak_period_share,usage_time_std,dominant_usage_period,total_charge,charge_per_min
756-5975,1,82,262.2,88,40.39,282.8,86,28.3,232.3,98,9.23,9.6,4,2.82,0,2,777.3,272,2.8577,0.3373,0.3638,0.2989,0.0124,0.0147,0.2938,0.0,3.3171,0.3638,25.3923,Evening,80.74,0.1039
756-5995,0,94,229.2,88,40.4,270.4,84,26.08,282.6,84,15.66,20.9,4,2.92,0,2,782.2,256,3.0555,0.293,0.3457,0.3613,0.0267,0.0156,0.1397,0.0,2.7234,0.3613,27.9817,Night,85.06,0.1087
756-5997,1,87,232.9,148,29.21,257.5,88,30.77,262.2,224,12.5,9.0,6,2.76,0,2,752.6,460,1.6361,0.3095,0.3421,0.3484,0.012,0.013,0.3067,0.0,5.2874,0.3484,15.7361,Night,75.24,0.1
756-5999,0,96,234.55,216,29.21,232.3,150,28.6,280.2,214,14.17,8.95,4,2.27,0,2,747.05,580,1.288,0.314,0.311,0.3751,0.012,0.0069,0.2536,0.0,6.0417,0.3751,27.029,Night,74.25,0.0994
756-7567,0,165,244.9,201,26.69,266.2,93,27.25,275.2,99,9.56,4.4,4,2.52,0,2,786.3,393,2.0008,0.3115,0.3385,0.35,0.0056,0.0102,0.5727,0.0,2.3818,0.35,15.5605,Night,66.02,0.084
756-7577,1,90,255.6,92,28.64,268.8,202,25.28,263.5,202,9.68,9.8,3,2.42,0,2,787.9,496,1.5885,0.3244,0.3412,0.3344,0.0124,0.006,0.2469,0.0,5.5111,0.3412,6.6425,Evening,66.02,0.0838
756-7578,1,228,281.0,202,39.9,238.8,112,26.63,286.6,94,6.98,20.9,2,3.67,0,2,806.4,408,1.9765,0.3485,0.2961,0.3554,0.0259,0.0049,0.1756,0.0,1.7895,0.3554,26.1312,Night,77.18,0.0957
756-7579,1,147,233.2,92,28.28,282.2,224,28.22,286.5,96,9.3,28.2,2,4.49,0,4,801.9,412,1.9464,0.2908,0.3519,0.3573,0.0352,0.0049,0.1592,0.0,2.8027,0.3573,29.6096,Night,70.29,0.0877
756-7585,1,229,228.8,98,29.21,253.0,93,25.75,292.4,98,20.32,9.3,4,2.32,0,2,774.2,289,2.6789,0.2955,0.3268,0.3777,0.012,0.0138,0.2495,0.0,1.262,0.3777,32.1013,Night,77.6,0.1002
756-7588,1,223,286.0,220,42.38,284.1,92,28.28,284.8,202,9.22,20.0,3,2.62,0,2,854.9,514,1.6632,0.3345,0.3323,0.3331,0.0234,0.0058,0.131,0.0,2.3049,0.3345,0.9609,Day,82.5,0.0965
756-7597,1,246,271.4,98,26.02,320.2,202,28.22,269.9,202,8.41,20.2,7,3.86,0,2,861.5,502,1.7161,0.315,0.3717,0.3133,0.0234,0.0139,0.1911,0.0,2.0407,0.3717,28.6175,Evening,66.51,0.0772
756-7599,1,86,289.1,92,30.85,282.9,149,29.11,266.2,150,7.73,9.4,5,2.86,0,2,838.2,391,2.1437,0.3449,0.3375,0.3176,0.0112,0.0128,0.3043,0.0,4.5465,0.3449,11.8444,Day,70.55,0.0842
756-7659,0,161,263.3,44,44.2,232.7,206,24.22,282.2,200,9.84,20.0,6,2.39,24,2,778.2,450,1.7293,0.3383,0.299,0.3626,0.0257,0.0133,0.1195,0.0533,2.795,0.3626,24.9794,Night,80.65,0.1036
756-7696,0,158,282.5,208,31.27,288.2,202,26.5,233.2,204,6.23,20.0,3,3.34,0,2,803.9,614,1.3093,0.3514,0.3585,0.2901,0.0249,0.0049,0.167,0.0,3.8861,0.3585,30.2434,Evening,67.34,0.0838
756-7758,1,226,244.2,208,26.33,311.5,84,26.12,373.0,149,6.68,25.2,4,3.64,10,2,928.7,441,2.1059,0.2629,0.3354,0.4016,0.0271,0.0091,0.1444,0.0227,1.9513,0.4016,64.4218,Night,62.77,0.0676
756-7777,0,209,230.7,203,32.25,245.4,92,28.48,298.4,107,15.78,20.0,8,4.92,0,2,774.5,402,1.9266,0.2979,0.3168,0.3853,0.0258,0.0199,0.246,0.0,1.9234,0.3853,35.6099,Night,81.43,0.1051
756-7877,1,203,282.0,108,27.94,264.6,92,24.04,299.6,209,15.29,6.26,2,2.67,0,2,846.2,409,2.0689,0.3333,0.3127,0.3541,0.0074,0.0049,0.4265,0.0,2.0148,0.3541,17.5001,Night,69.94,0.0827
756-7889,1,92,234.8,86,25.9,266.0,223,21.32,306.2,256,10.51,9.85,8,3.86,0,2,807.0,565,1.4283,0.291,0.3296,0.3794,0.0122,0.0142,0.3919,0.0,6.1413,0.3794,35.7944,Night,61.59,0.0763
756-7897,1,83,282.1,99,29.2,293.3,89,26.82,313.9,149,15.29,9.11,2,2.92,0,2,889.3,337,2.6389,0.3172,0.3298,0.353,0.0102,0.0059,0.3205,0.0,4.0602,0.353,16.1299,Night,74.23,0.0835
756-7955,0,92,282.8,148,40.68,282.2,84,26.21,280.6,92,8.82,21.2,4,3.56,0,1,845.6,324,2.6099,0.3344,0.3337,0.3318,0.0251,0.0123,0.1679,0.0,3.5217,0.3344,1.1372,Day,79.27,0.0937
756-7958,0,216,239.3,74,36.34,286.9,202,26.76,230.3,96,8.49,14.9,3,2.72,0,2,756.5,372,2.0336,0.3163,0.3792,0.3044,0.0197,0.0081,0.1826,0.0,1.7222,0.3792,30.4147,Evening,74.31,0.0982
756-7987,1,78,264.4,112,32.32,262.9,98,26.69,256.2,160,9.26,14.8,2,2.59,0,2,783.5,370,2.1176,0.3375,0.3355,0.327,0.0189,0.0054,0.175,0.0,4.7436,0.3375,4.3662,Day,70.86,0.0904
756-7998,1,209,229.1,93,30.59,282.0,94,28.48,288.6,202,20.42,9.0,8,2.82,0,2,799.7,389,2.0558,0.2865,0.3526,0.3609,0.0113,0.0206,0.3133,0.0,1.8612,0.3609,32.6145,Night,82.31,0.1029
756-8657,0,242,260.3,93,28.82,229.2,95,26.51,262.2,151,8.32,22.3,2,4.02,0,2,751.7,339,2.2174,0.3463,0.3049,0.3488,0.0297,0.0059,0.1803,0.0,1.4008,0.3488,18.5284,Night,67.67,0.09
756-8659,0,229,269.8,80,28.89,292.2,80,28.01,298.2,208,8.32,22.11,2,4.48,0,2,860.2,368,2.3375,0.3136,0.3397,0.3467,0.0257,0.0054,0.2026,0.0,1.607,0.3467,14.9684,Night,69.7,0.081
756-8985,1,72,292.9,150,32.77,292.2,96,24.02,273.8,203,8.86,6.6,8,2.62,0,2,858.9,449,1.9129,0.341,0.3402,0.3188,0.0077,0.0178,0.397,0.0,6.2361,0.341,10.831,Day,68.27,0.0795
756-8999,1,150,292.2,94,27.45,289.8,99,29.22,290.2,100,9.6,9.6,4,2.9,0,2,872.2,293,2.9768,0.335,0.3323,0.3327,0.011,0.0137,0.3021,0.0,1.9533,0.335,1.2858,Day,69.17,0.0793
756-9558,1,224,292.55,93,52.95,243.3,98,28.64,294.0,94,9.19,9.0,2,2.75,0,2,829.85,285,2.9118,0.3525,0.2932,0.3543,0.0108,0.007,0.3056,0.0,1.2723,0.3543,28.8622,Night,93.53,0.1127
756-9567,0,206,253.85,201,26.69,254.3,92,23.92,288.2,202,9.34,4.4,4,2.72,0,2,796.35,495,1.6088,0.3188,0.3193,0.3619,0.0055,0.0081,0.6182,0.0,2.4029,0.3619,19.7034,Night,62.67,0.0787
756-9578,1,227,282.8,202,50.74,236.2,90,28.02,281.8,90,9.88,20.4,2,2.67,0,2,800.8,382,2.0963,0.3531,0.295,0.3519,0.0255,0.0052,0.1309,0.0,1.6828,0.3531,26.6205,Day,91.31,0.114
756-9585,1,234,228.5,98,31.02,272.8,148,23.73,288.2,202,21.37,9.11,4,2.29,0,2,789.5,448,1.7623,0.2894,0.3455,0.365,0.0115,0.0089,0.2514,0.0,1.9145,0.365,30.9939,Night,78.41,0.0993
756-9659,0,87,313.5,92,39.36,275.5,205,28.22,322.6,201,9.84,9.2,6,2.36,25,2,911.6,498,1.8305,0.3439,0.3022,0.3539,0.0101,0.012,0.2565,0.0502,5.7241,0.3539,24.9841,Night,79.78,0.0875
756-9758,1,238,256.5,211,27.54,296.6,84,24.94,294.05,202,6.83,25.2,4,2.28,10,2,847.15,497,1.7045,0.3028,0.3501,0.3471,0.0297,0.008,0.0905,0.0201,2.0882,0.3501,22.4519,Evening,61.59,0.0727
756-9786,1,149,288.2,98,30.23,276.05,212,17.92,282.1,92,9.22,21.5,8,4.58,0,2,846.35,402,2.1053,0.3405,0.3262,0.3333,0.0254,0.0199,0.213,0.0,2.698,0.3405,6.075,Day,61.95,0.0732
756-9787,0,66,298.2,220,84.98,286.2,90,25.62,305.2,203,8.73,9.2,3,2.87,0,2,889.6,513,1.7341,0.3352,0.3217,0.3431,0.0103,0.0058,0.312,0.0,7.7727,0.3431,9.609,Night,122.2,0.1374
756-9796,1,265,280.2,81,34.9,233.2,84,32.88,320.6,204,9.28,22.0,2,3.76,0,2,834.0,369,2.2602,0.336,0.2796,0.3844,0.0264,0.0054,0.1709,0.0,1.3925,0.3844,43.7415,Night,80.82,0.0969
756-9875,1,88,213.25,217,31.1,291.5,208,28.82,299.2,202,6.33,20.8,8,4.47,0,6,803.95,627,1.2822,0.2653,0.3626,0.3722,0.0259,0.0128,0.2149,0.0,7.125,0.3722,47.5566,Night,70.72,0.088
756-9887,1,136,272.15,80,38.57,292.8,92,25.32,292.2,93,6.68,9.15,6,2.68,0,2,857.15,265,3.2345,0.3175,0.3416,0.3409,0.0107,0.0226,0.2929,0.0,1.9485,0.3416,11.7529,Evening,73.25,0.0855
756-9889,1,92,262.2,86,37.12,269.11,220,23.02,292.2,116,9.44,9.4,8,2.85,0,2,823.51,422,1.9514,0.3184,0.3268,0.3548,0.0114,0.019,0.3032,0.0,4.587,0.3548,15.7104,Night,72.43,0.088
756-9955,0,92,266.0,202,80.82,282.2,112,26.21,271.75,92,7.91,20.9,4,3.6,0,2,819.95,406,2.0196,0.3244,0.3442,0.3314,0.0255,0.0099,0.1722,0.0,4.413,0.3442,8.2128,Evening,118.54,0.1446
756-9958,1,142,235.1,75,46.88,284.85,202,24.58,242.3,90,8.25,9.6,3,2.82,0,2,762.25,367,2.077,0.3084,0.3737,0.3179,0.0126,0.0082,0.2938,0.0,2.5845,0.3737,26.8868,Evening,82.53,0.1083
756-9987,0,96,296.8,220,42.94,277.2,90,22.92,275.4,202,9.11,9.2,2,2.55,0,2,849.4,512,1.659,0.3494,0.3263,0.3242,0.0108,0.0039,0.2772,0.0,5.3333,0.3494,11.8698,Day,77.52,0.0913
756-9996,1,64,280.2,94,54.78,233.05,92,32.88,282.0,202,8.28,22.0,3,3.84,0,2,795.25,388,2.0496,0.3523,0.2931,0.3546,0.0277,0.0077,0.1745,0.0,6.0625,0.3546,27.7563,Night,99.78,0.1255
757-5555,1,145,254.9,92,63.58,228.2,152,22.8,282.8,225,9.02,22.8,4,8.08,0,2,765.9,469,1.633,0.3328,0.298,0.3692,0.0298,0.0085,0.3544,0.0,3.2345,0.3692,27.3022,Night,103.48,0.1351
757-5557,1,200,244.2,99,32.12,271.85,92,24.28,290.2,92,8.82,20.2,6,2.89,0,2,806.25,283,2.8489,0.3029,0.3372,0.3599,0.0251,0.0212,0.1431,0.0,1.415,0.3599,23.1562,Night,68.11,0.0845
757-5575,0,88,239.6,205,29.6,257.3,148,21.89,255.35,87,8.33,23.0,2,2.96,0,2,752.25,440,1.7097,0.3185,0.342,0.3394,0.0306,0.0045,0.1287,0.0,5.0,0.342,9.7053,Evening,62.78,0.0835
757-5576,1,62,276.25,151,32.81,282.8,98,22.22,262.2,242,7.85,8.8,3,2.26,0,2,821.25,491,1.6726,0.3364,0.3444,0.3193,0.0107,0.0061,0.2568,0.0,7.9194,0.3444,10.5251,Evening,65.14,0.0793
757-5587,0,112,335.55,242,28.98,232.3,92,28.76,243.2,219,9.64,21.1,3,3.07,0,2,811.05,553,1.4666,0.4137,0.2864,0.2999,0.026,0.0054,0.1455,0.0,4.9375,0.4137,56.7273,Day,70.45,0.0869
757-5589,1,145,288.2,92,32.32,311.45,92,25.78,292.6,88,14.65,20.1,8,2.8,0,2,892.25,272,3.2803,0.323,0.3491,0.3279,0.0225,0.0294,0.1393,0.0,1.8759,0.3491,12.3507,Evening,75.55,0.0847
757-5599,1,206,239.6,214,39.65,282.1,96,27.76,289.2,99,8.06,9.0,4,2.28,0,2,810.9,409,1.9826,0.2955,0.3479,0.3566,0.0111,0.0098,0.2533,0.0,1.9854,0.3566,26.8229,Night,77.75,0.0959
757-5678,1,56,228.2,147,41.63,264.2,98,27.74,288.05,202,6.84,8.8,6,2.96,0,2,780.45,447,1.746,0.2924,0.3385,0.3691,0.0113,0.0134,0.3364,0.0,7.9821,0.3691,30.1298,Night,79.17,0.1014
757-5679,0,98,239.2,96,32.28,287.2,202,28.82,299.2,98,8.99,10.5,6,2.92,0,4,825.6,396,2.0848,0.2897,0.3479,0.3624,0.0127,0.0152,0.2781,0.0,4.0408,0.3624,31.749,Night,73.01,0.0884
757-5696,1,93,282.2,224,28.86,395.65,202,28.0,293.2,202,20.29,20.3,4,2.34,0,2,971.05,628,1.5463,0.2906,0.4074,0.3019,0.0209,0.0064,0.1153,0.0,6.7527,0.4074,62.5672,Evening,79.49,0.0819
757-5767,1,218,282.2,92,68.53,255.7,94,22.92,221.9,223,9.69,9.55,4,3.61,0,2,759.8,409,1.8577,0.3714,0.3365,0.2921,0.0126,0.0098,0.378,0.0,1.8761,0.3714,30.2236,Day,104.75,0.1379
757-5775,1,36,258.8,202,32.93,269.11,158,29.2,240.2,99,9.28,21.6,5,2.92,0,2,768.11,459,1.6734,0.3369,0.3504,0.3127,0.0281,0.0109,0.1352,0.0,12.75,0.3504,14.6518,Evening,74.33,0.0968
757-5777,0,84,232.2,44,28.98,298.2,49,22.63,232.25,99,6.35,21.6,7,4.66,0,2,762.65,192,3.9721,0.3045,0.391,0.3045,0.0283,0.0365,0.2157,0.0,2.2857,0.391,38.0907,Evening,62.62,0.0821
757-5779,1,96,328.9,98,32.82,247.45,202,24.32,223.0,94,6.44,9.9,7,2.62,0,4,799.35,394,2.0288,0.4115,0.3096,0.279,0.0124,0.0178,0.2646,0.0,4.1042,0.4115,55.4477,Day,66.2,0.0828
757-5789,1,92,243.2,106,31.15,287.2,91,29.0,228.55,202,6.63,20.2,4,4.0,0,2,758.95,399,1.9021,0.3204,0.3784,0.3011,0.0266,0.01,0.198,0.0,4.337,0.3784,30.5244,Evening,70.78,0.0933
757-5797,0,44,257.25,96,23.24,240.65,90,24.23,279.75,220,5.57,9.4,2,2.4,0,2,777.65,406,1.9154,0.3308,0.3095,0.3597,0.0121,0.0049,0.2553,0.0,9.2273,0.3597,19.624,Night,55.44,0.0713
757-5798,0,64,263.2,80,67.18,223.2,146,29.2,282.2,90,8.48,20.2,6,4.14,0,2,768.6,316,2.4323,0.3424,0.2904,0.3672,0.0263,0.019,0.205,0.0,4.9375,0.3672,30.1164,Night,109.0,0.1418
757-5799,0,200,282.8,202,32.88,282.0,157,29.12,292.45,149,8.62,21.46,4,4.44,0,2,857.25,508,1.6875,0.3299,0.329,0.3411,0.025,0.0079,0.2069,0.0,2.54,0.3411,5.8161,Night,75.06,0.0876
757-5875,0,78,259.7,203,34.22,233.6,92,29.18,268.8,202,16.52,15.95,2,2.41,0,1,762.1,497,1.5334,0.3408,0.3065,0.3527,0.0209,0.004,0.1511,0.0,6.3718,0.3527,18.2714,Night,82.33,0.108
757-5877,0,105,248.1,213,25.35,292.2,92,24.24,288.0,88,7.36,8.6,4,2.47,0,2,828.3,393,2.1076,0.2995,0.3528,0.3477,0.0104,0.0102,0.2872,0.0,3.7429,0.3528,24.3395,Evening,59.42,0.0717
757-5887,0,70,253.95,142,26.54,285.7,92,24.22,262.2,242,26.9,4.6,3,3.5,0,2,801.85,476,1.6846,0.3167,0.3563,0.327,0.0057,0.0063,0.7609,0.0,6.8,0.3563,16.4741,Evening,81.16,0.1012
757-5888,1,94,208.8,94,48.44,269.2,92,28.75,224.2,86,8.08,20.2,4,3.03,0,2,702.2,272,2.5816,0.2974,0.3834,0.3193,0.0288,0.0147,0.15,0.0,2.8936,0.3834,31.3856,Evening,88.3,0.1257
757-5889,1,88,282.8,98,28.74,284.2,93,26.22,264.55,229,21.47,20.6,4,4.04,0,2,831.55,420,1.9799,0.3401,0.3418,0.3181,0.0248,0.0095,0.1961,0.0,4.7727,0.3418,10.9632,Evening,80.47,0.0968
757-5897,0,98,229.55,226,30.05,292.2,92,26.18,278.45,88,6.08,9.11,4,2.52,0,2,800.2,406,1.9709,0.2869,0.3652,0.348,0.0114,0.0099,0.2766,0.0,4.1429,0.3652,32.9274,Evening,64.83,0.081
757-5958,1,203,228.0,96,37.26,268.8,91,27.75,262.0,99,9.18,9.9,4,2.92,0,2,758.8,286,2.6531,0.3005,0.3542,0.3453,0.013,0.014,0.2949,0.0,1.4089,0.3542,21.8589,Evening,77.11,0.1016
757-5959,0,156,282.2,98,45.34,315.55,95,25.42,275.05,207,9.43,9.8,4,2.72,0,2,872.8,400,2.182,0.3233,0.3615,0.3151,0.0112,0.01,0.2776,0.0,2.5641,0.3615,21.6163,Evening,82.91,0.095
757-5995,1,224,262.2,82,49.34,228.2,99,26.95,229.9,150,6.26,20.0,4,2.23,0,2,720.3,331,2.1761,0.364,0.3168,0.3192,0.0278,0.0121,0.1115,0.0,1.4777,0.364,19.158,Day,84.78,0.1177
757-6555,0,226,269.8,94,30.26,284.55,62,29.21,253.2,203,15.02,9.4,2,4.36,0,2,807.55,359,2.2494,0.3341,0.3524,0.3135,0.0116,0.0056,0.4638,0.0,1.5885,0.3524,15.6841,Evening,78.85,0.0976
757-6578,0,144,264.55,149,28.51,257.55,95,22.94,263.3,98,8.08,9.25,3,2.72,0,2,785.4,342,2.2965,0.3368,0.3279,0.3352,0.0118,0.0088,0.2941,0.0,2.375,0.3368,3.7333,Day,62.25,0.0793
757-6579,1,142,258.0,216,46.44,265.55,148,22.91,352.85,204,14.92,21.25,2,2.72,23,2,876.4,568,1.543,0.2944,0.303,0.4026,0.0242,0.0035,0.128,0.0405,4.0,0.4026,52.7175,Night,86.99,0.0993
757-6585,0,88,204.0,276,32.32,286.2,148,26.42,286.6,202,5.14,6.6,6,2.33,0,2,776.8,626,1.2409,0.2626,0.3684,0.3689,0.0085,0.0096,0.353,0.0,7.1136,0.3689,47.5741,Night,66.21,0.0852
757-6598,0,200,260.2,202,28.82,227.5,87,25.5,263.3,92,7.38,9.15,2,2.72,0,2,751.0,381,1.9711,0.3465,0.3029,0.3506,0.0122,0.0052,0.2973,0.0,1.905,0.3506,19.8349,Night,64.42,0.0858
757-6766,0,223,234.1,202,23.86,262.3,93,24.32,232.2,98,20.36,21.4,4,3.62,0,2,728.6,393,1.8539,0.3213,0.36,0.3187,0.0294,0.0102,0.1692,0.0,1.7623,0.36,16.8566,Evening,72.16,0.099
757-6769,0,216,262.8,99,46.22,239.6,97,28.22,243.0,92,9.92,6.5,7,3.39,0,2,745.4,288,2.5882,0.3526,0.3214,0.326,0.0087,0.0243,0.5215,0.0,1.3333,0.3526,12.5289,Day,87.75,0.1177
757-6779,0,80,262.2,146,36.08,223.2,202,22.82,328.8,92,8.49,8.95,4,2.42,0,2,814.2,440,1.8505,0.322,0.2741,0.4038,0.011,0.0091,0.2704,0.0,5.5,0.4038,53.3978,Night,69.81,0.0857
757-6788,1,264,243.2,202,43.99,237.6,208,26.22,271.55,92,9.22,20.2,3,2.85,0,2,752.35,502,1.4987,0.3233,0.3158,0.3609,0.0268,0.006,0.1411,0.0,1.9015,0.3609,18.2011,Night,82.28,0.1094
757-6789,1,91,253.2,92,32.23,261.75,215,28.9,328.0,98,21.14,14.86,6,4.08,0,2,842.95,405,2.0814,0.3004,0.3105,0.3891,0.0176,0.0148,0.2746,0.0,4.4505,0.3891,40.9414,Night,86.35,0.1024
757-6798,0,94,272.5,202,39.94,272.5,99,28.06,226.3,203,9.45,20.2,3,2.82,0,2,771.3,504,1.5304,0.3533,0.3533,0.2934,0.0262,0.006,0.1396,0.0,5.3617,0.3533,26.6736,Day,80.27,0.1041
757-6799,1,93,224.2,67,32.6,263.2,148,24.24,245.4,96,8.62,14.5,2,4.35,0,2,732.8,311,2.3563,0.3059,0.3592,0.3349,0.0198,0.0064,0.3,0.0,3.3441,0.3592,19.5247,Evening,69.81,0.0953
757-6856,1,154,262.55,202,44.8,288.1,149,28.08,289.0,99,6.28,9.6,6,2.76,0,2,839.65,450,1.8659,0.3127,0.3431,0.3442,0.0114,0.0133,0.2875,0.0,2.9221,0.3442,15.0179,Night,81.92,0.0976
757-6878,1,90,227.2,203,32.23,234.7,150,23.47,287.2,208,8.86,22.4,6,4.02,0,3,749.1,561,1.3353,0.3033,0.3133,0.3834,0.0299,0.0107,0.1795,0.0,6.2333,0.3834,32.6917,Night,68.58,0.0915
757-6879,1,88,252.5,202,48.61,262.5,207,28.06,289.2,116,9.51,22.2,3,3.22,0,2,804.2,525,1.5318,0.314,0.3264,0.3596,0.0276,0.0057,0.145,0.0,5.9659,0.3596,18.9727,Night,89.4,0.1112
757-6887,1,220,262.2,96,41.32,253.5,202,23.27,262.2,208,9.92,22.0,4,2.92,0,2,777.9,506,1.5374,0.3371,0.3259,0.3371,0.0283,0.0079,0.1327,0.0,2.3,0.3371,5.0229,Day,77.43,0.0995
757-6979,1,78,268.8,104,31.36,224.7,202,26.11,282.4,112,8.49,9.4,2,2.42,0,2,775.9,418,1.8562,0.3464,0.2896,0.364,0.0121,0.0048,0.2574,0.0,5.359,0.364,30.1636,Night,68.38,0.0881
757-6985,1,206,262.2,96,42.2,272.2,147,23.22,292.6,92,10.55,20.2,4,3.63,0,2,827.0,335,2.4687,0.317,0.3291,0.3538,0.0244,0.0119,0.1797,0.0,1.6262,0.3538,15.4937,Night,79.6,0.0963
757-6989,1,94,238.25,206,26.22,292.21,82,26.54,266.45,151,7.53,16.8,8,6.53,0,2,796.91,439,1.8153,0.299,0.3667,0.3344,0.0211,0.0182,0.3887,0.0,4.6702,0.3667,26.9892,Evening,66.82,0.0838
757-6999,1,93,224.2,100,44.33,285.1,202,28.55,262.2,119,4.22,6.8,2,4.35,0,2,771.5,421,1.8325,0.2906,0.3695,0.3399,0.0088,0.0048,0.6397,0.0,4.5269,0.3695,30.7604,Evening,81.45,0.1056
757-7557,0,96,229.6,98,28.26,261.2,208,28.26,252.06,228,8.48,9.8,6,2.92,10,2,742.86,534,1.3911,0.3091,0.3516,0.3393,0.0132,0.0112,0.298,0.0187,5.5625,0.3516,16.2612,Evening,67.92,0.0914
757-7569,0,68,262.8,159,59.0,277.86,90,22.82,265.7,62,6.48,9.7,8,2.9,0,2,806.36,311,2.5928,0.3259,0.3446,0.3295,0.012,0.0257,0.299,0.0,4.5735,0.3446,7.9904,Evening,91.2,0.1131
757-7577,1,228,242.4,202,52.2,229.2,90,28.32,274.5,92,20.96,8.4,3,2.28,0,2,746.1,384,1.943,0.3249,0.3072,0.3679,0.0113,0.0078,0.2714,0.0,1.6842,0.3679,23.2979,Night,103.76,0.1391
757-7585,1,94,268.8,203,44.24,282.2,92,23.93,346.5,226,22.4,14.46,4,2.88,0,2,897.5,521,1.7226,0.2995,0.3144,0.3861,0.0161,0.0077,0.1992,0.0,5.5426,0.3861,41.5358,Night,93.45,0.1041
757-7587,1,90,228.0,202,40.34,288.2,202,26.98,268.6,202,9.05,9.3,5,3.28,0,2,784.8,606,1.295,0.2905,0.3672,0.3423,0.0119,0.0083,0.3527,0.0,6.7333,0.3672,30.7044,Evening,79.65,0.1015
757-7589,0,204,209.9,82,35.35,294.2,98,28.82,286.8,93,20.8,20.4,2,4.22,0,2,790.9,273,2.8971,0.2654,0.372,0.3626,0.0258,0.0073,0.2069,0.0,1.3382,0.372,46.6813,Evening,89.19,0.1128
757-7595,1,236,228.2,90,48.48,268.2,98,25.57,282.2,104,11.11,22.95,6,4.98,0,2,778.6,292,2.6664,0.2931,0.3445,0.3624,0.0295,0.0205,0.217,0.0,1.2373,0.3624,28.0238,Night,90.14,0.1158
757-7755,1,96,245.55,224,32.28,293.4,96,29.09,280.2,203,8.28,20.2,2,3.92,0,2,819.15,523,1.5663,0.2998,0.3582,0.3421,0.0247,0.0038,0.1941,0.0,5.4479,0.3582,24.7133,Evening,73.57,0.0898
757-7757,1,80,220.2,94,29.2,260.7,206,26.89,289.3,202,6.88,21.1,6,5.74,0,2,770.2,502,1.5343,0.2859,0.3385,0.3756,0.0274,0.012,0.272,0.0,6.275,0.3756,34.7204,Night,68.71,0.0892
757-7759,1,89,282.0,94,42.32,260.8,157,28.74,263.85,98,8.68,14.95,4,2.9,0,2,806.65,349,2.3113,0.3496,0.3233,0.3271,0.0185,0.0115,0.194,0.0,3.9213,0.3496,11.4613,Day,82.64,0.1024
757-7769,1,216,232.25,94,32.28,286.2,202,24.62,253.7,82,11.22,22.0,6,2.92,0,2,772.15,378,2.0427,0.3008,0.3707,0.3286,0.0285,0.0159,0.1327,0.0,1.75,0.3707,27.1629,Evening,71.04,0.092
757-7775,1,151,272.2,152,36.33,288.2,202,28.28,280.9,91,16.01,22.0,4,6.36,0,2,841.3,445,1.8906,0.3235,0.3426,0.3339,0.0262,0.009,0.2891,0.0,2.947,0.3426,8.0102,Evening,86.98,0.1034
757-7776,1,103,244.9,149,32.66,268.6,92,27.31,243.4,224,6.48,8.8,6,2.86,0,2,756.9,465,1.6277,0.3236,0.3549,0.3216,0.0116,0.0129,0.325,0.0,4.5146,0.3549,14.1361,Evening,69.31,0.0916
757-7778,1,86,282.8,99,42.44,232.2,94,22.93,287.5,204,9.28,9.8,5,4.24,0,2,802.5,397,2.0214,0.3524,0.2893,0.3583,0.0122,0.0126,0.4327,0.0,4.6163,0.3583,30.6609,Night,78.89,0.0983
757-7779,1,94,266.1,56,37.91,232.6,202,22.39,268.85,94,6.64,21.1,4,3.93,0,2,767.55,352,2.1805,0.3467,0.303,0.3503,0.0275,0.0114,0.1863,0.0,3.7447,0.3503,20.182,Night,70.87,0.0923
757-7785,1,92,232.3,202,32.66,232.2,96,23.23,290.2,200,9.96,22.0,4,4.21,0,2,754.7,498,1.5155,0.3078,0.3077,0.3845,0.0292,0.008,0.1914,0.0,5.413,0.3845,33.4575,Night,70.06,0.0928
757-7787,1,150,280.6,99,29.89,254.45,92,24.24,293.2,99,8.44,15.75,7,3.29,0,2,828.25,290,2.856,0.3388,0.3072,0.354,0.019,0.0241,0.2089,0.0,1.9333,0.354,19.7659,Night,65.86,0.0795
757-7788,0,64,240.2,202,38.38,283.0,213,25.12,380.3,209,4.98,22.6,5,3.22,0,2,903.5,624,1.4479,0.2659,0.3132,0.4209,0.025,0.008,0.1425,0.0,9.75,0.4209,71.795,Night,71.7,0.0794
757-7789,1,68,231.9,90,38.77,266.9,202,26.98,279.6,94,20.09,9.15,6,2.8,0,2,778.4,386,2.0166,0.2979,0.3429,0.3592,0.0118,0.0155,0.306,0.0,5.6765,0.3592,24.7035,Night,88.64,0.1139
757-7855,1,71,229.0,145,29.24,275.5,208,26.22,262.9,223,20.08,6.9,4,2.86,0,2,767.4,576,1.3323,0.2984,0.359,0.3426,0.009,0.0069,0.4145,0.0,8.1127,0.359,24.0493,Evening,78.4,0.1022
757-7857,1,144,266.9,90,29.24,294.2,150,28.25,263.4,94,9.85,15.9,4,4.22,0,2,824.5,334,2.4686,0.3237,0.3568,0.3195,0.0193,0.012,0.2654,0.0,2.3194,0.3568,16.8631,Evening,71.56,0.0868
